level,cluster_key,point_id,slug,chosen_model,fixed,successes,attempts,gen_diff,gen_fix
2,root_c0_c3_c0,JacksonDatabind_19_query,JacksonDatabind_19,gen,1,9,10,np.nan,"```java
private JavaType _mapType(Class<?> rawClass)
    {
        // 28-May-2015, tatu: Properties are special, as per [databind#810]
        if (Properties.class.isAssignableFrom(rawClass)) {
            return MapType.construct(rawClass, 
                TypeFactory.defaultInstance().constructType(String.class),
                TypeFactory.defaultInstance().constructType(String.class));
        }
        JavaType[] typeParams = findTypeParameters(rawClass, Map.class);
        // ok to have no types (""raw"")
        if (typeParams == null) {
            return MapType.construct(rawClass, _unknownType(), _unknownType());
        }
        // but exactly 2 types if any found
        if (typeParams.length != 2) {
            throw new IllegalArgumentException(""Strange Map type ""+rawClass.getName()+"": can not determine type parameters"");
        }
        return MapType.construct(rawClass, typeParams[0], typeParams[1]);
    }
```"
2,root_c0_c3_c0,JacksonDatabind_48_query,JacksonDatabind_48,gen,1,10,10,np.nan,"```java
@Override
public VisibilityChecker<?> getDefaultVisibilityChecker()
{
    VisibilityChecker<?> vchecker = super.getDefaultVisibilityChecker();
    // then global overrides (disabling)
    if (!isEnabled(MapperFeature.AUTO_DETECT_GETTERS)) {
        vchecker = vchecker.withGetterVisibility(Visibility.NONE);
    }
    if (!isEnabled(MapperFeature.AUTO_DETECT_IS_GETTERS)) {
        vchecker = vchecker.withIsGetterVisibility(Visibility.NONE);
    }
    if (!isEnabled(MapperFeature.AUTO_DETECT_FIELDS)) {
        vchecker = vchecker.withFieldVisibility(Visibility.NONE);
    }
    if (!isEnabled(MapperFeature.AUTO_DETECT_SETTERS)) {
        vchecker = vchecker.withSetterVisibility(Visibility.NONE);
    }
    if (!isEnabled(MapperFeature.AUTO_DETECT_CREATORS)) {
        vchecker = vchecker.withCreatorVisibility(Visibility.NONE);
    }
    return vchecker;
}
```"
2,root_c0_c3_c0,JacksonDatabind_58_query,JacksonDatabind_58,gen,1,5,10,np.nan,"```java
protected SettableBeanProperty constructSettableProperty(DeserializationContext ctxt,
            BeanDescription beanDesc, BeanPropertyDefinition propDef,
            JavaType propType0)
        throws JsonMappingException
    {
        // need to ensure method is callable (for non-public)
        AnnotatedMember mutator = propDef.getNonConstructorMutator();

        if (ctxt.canOverrideAccessModifiers()) {
            // [databind#877]: explicitly prevent forced access to `cause` of `Throwable`;
            // never needed and attempts may cause problems on some platforms.
            if (!(mutator.getDeclaringClass() == Throwable.class 
                  && ""cause"".equals(propDef.getName()))) {
                mutator.fixAccess(ctxt.isEnabled(MapperFeature.OVERRIDE_PUBLIC_ACCESS_MODIFIERS));
            }
        }
        // note: this works since we know there's exactly one argument for methods
        BeanProperty.Std property = new BeanProperty.Std(propDef.getFullName(),
                propType0, propDef.getWrapperName(),
                beanDesc.getClassAnnotations(), mutator, propDef.getMetadata());
        JavaType type = resolveType(ctxt, beanDesc, propType0, mutator);
        // did type change?
        if (type != propType0) {
            property = property.withType(type);
        }

        // First: does the Method specify the deserializer to use? If so, let's use it.
        JsonDeserializer<Object> propDeser = findDeserializerFromAnnotation(ctxt, mutator);
        type = modifyTypeByAnnotation(ctxt, mutator, type);
        TypeDeserializer typeDeser = type.getTypeHandler();
        SettableBeanProperty prop;
        if (mutator instanceof AnnotatedMethod) {
            prop = new MethodProperty(propDef, type, typeDeser,
                    beanDesc.getClassAnnotations(), (AnnotatedMethod) mutator);
        } else {
            prop = new FieldProperty(propDef, type, typeDeser,
                    beanDesc.getClassAnnotations(), (AnnotatedField) mutator);
        }
        if (propDeser != null) {
            prop = prop.withValueDeserializer(propDeser);
        }
        // need to retain name of managed forward references:
        AnnotationIntrospector.ReferenceProperty ref = propDef.findReferenceType();
        if (ref != null && ref.isManagedReference()) {
            prop.setManagedReferenceName(ref.getName());
        }
        ObjectIdInfo objectIdInfo = propDef.findObjectIdInfo();
        if(objectIdInfo != null){
            prop.setObjectIdInfo(objectIdInfo);
        }
        return prop;
    }
```"
2,root_c0_c3_c0,JacksonDatabind_82_query,JacksonDatabind_82,gen,0,0,10,,
2,root_c0_c3_c1,JacksonDatabind_15_query,JacksonDatabind_15,sr,0,0,10,,
2,root_c0_c3_c1,JacksonDatabind_22_query,JacksonDatabind_22,sr,0,0,10,,
2,root_c0_c3_c1,JacksonDatabind_33_query,JacksonDatabind_33,sr,1,1,10,,
2,root_c0_c3_c1,JacksonDatabind_54_query,JacksonDatabind_54,sr,1,2,10,,
2,root_c0_c3_c1,JacksonDatabind_64_query,JacksonDatabind_64,sr,1,5,5,,
2,root_c0_c3_c2,JacksonDatabind_112_query,JacksonDatabind_112,gen,1,9,10,np.nan,"```java
@Override
public JsonDeserializer<?> createContextual(DeserializationContext ctxt,
        BeanProperty property) throws JsonMappingException
{
    // May need to resolve types for delegate-based creators:
    JsonDeserializer<Object> delegate = null;
    if (_valueInstantiator != null) {
        // [databind#2324]: check both array-delegating and delegating
        AnnotatedWithParams delegateCreator = _valueInstantiator.getDelegateCreator();
        if (delegateCreator != null) {
            JavaType delegateType = _valueInstantiator.getDelegateType(ctxt.getConfig());
            delegate = findDeserializer(ctxt, delegateType, property);
        }
        // Also check for array-delegating creator
        AnnotatedWithParams arrayDelegateCreator = _valueInstantiator.getArrayDelegateCreator();
        if (arrayDelegateCreator != null) {
            JavaType arrayDelegateType = _valueInstantiator.getArrayDelegateType(ctxt.getConfig());
            delegate = findDeserializer(ctxt, arrayDelegateType, property);
        }
    }
    JsonDeserializer<?> valueDeser = _valueDeserializer;
    final JavaType valueType = _containerType.getContentType();
    if (valueDeser == null) {
        // [databind#125]: May have a content converter
        valueDeser = findConvertingContentDeserializer(ctxt, property, valueDeser);
        if (valueDeser == null) {
        // And we may also need to get deserializer for String
            valueDeser = ctxt.findContextualValueDeserializer(valueType, property);
        }
    } else { // if directly assigned, probably not yet contextual, so:
        valueDeser = ctxt.handleSecondaryContextualization(valueDeser, property, valueType);
    }
    // 11-Dec-2015, tatu: Should we pass basic `Collection.class`, or more refined? Mostly
    //   comes down to ""List vs Collection"" I suppose... for now, pass Collection
    Boolean unwrapSingle = findFormatFeature(ctxt, property, Collection.class,
            JsonFormat.Feature.ACCEPT_SINGLE_VALUE_AS_ARRAY);
    NullValueProvider nuller = findContentNullProvider(ctxt, property, valueDeser);
    if (isDefaultDeserializer(valueDeser)) {
        valueDeser = null;
    }
    return withResolved(delegate, valueDeser, nuller, unwrapSingle);
}
```"
2,root_c0_c3_c2,JacksonDatabind_27_query,JacksonDatabind_27,gen,1,6,10,np.nan,"```java
@SuppressWarnings(""resource"")
protected Object deserializeUsingPropertyBasedWithExternalTypeId(JsonParser p, DeserializationContext ctxt)
    throws IOException
{
    final ExternalTypeHandler ext = _externalTypeIdHandler.start();
    final PropertyBasedCreator creator = _propertyBasedCreator;
    PropertyValueBuffer buffer = creator.startBuilding(p, ctxt, _objectIdReader);

    TokenBuffer tokens = new TokenBuffer(p);
    tokens.writeStartObject();

    JsonToken t = p.getCurrentToken();
    for (; t == JsonToken.FIELD_NAME; t = p.nextToken()) {
        String propName = p.getCurrentName();
        p.nextToken(); // to point to value
        // creator property?
        SettableBeanProperty creatorProp = creator.findCreatorProperty(propName);
        if (creatorProp != null) {
            // first: let's check to see if this might be part of value with external type id:
            if (ext.handlePropertyValue(p, ctxt, propName, null)) {
                continue;
            }
            // Last creator property to set?
            if (buffer.assignParameter(creatorProp, _deserializeWithErrorWrapping(p, ctxt, creatorProp))) {
                t = p.nextToken(); // to move to following FIELD_NAME/END_OBJECT
                Object bean;
                try {
                    bean = creator.build(ctxt, buffer);
                } catch (Exception e) {
                    wrapAndThrow(e, _beanType.getRawClass(), propName, ctxt);
                    continue; // never gets here
                }
                // if so, need to copy all remaining tokens into buffer
                while (t == JsonToken.FIELD_NAME) {
                    p.nextToken(); // to skip name
                    tokens.copyCurrentStructure(p);
                    t = p.nextToken();
                }
                if (bean.getClass() != _beanType.getRawClass()) {
                    throw ctxt.mappingException(""Can not create polymorphic instances with unwrapped values"");
                }
                return ext.complete(p, ctxt, bean);
            }
            continue;
        }
        // Object Id property?
        if (buffer.readIdProperty(propName)) {
            continue;
        }
        // regular property? needs buffering
        SettableBeanProperty prop = _beanProperties.find(propName);
        if (prop != null) {
            buffer.bufferProperty(prop, prop.deserialize(p, ctxt));
            continue;
        }
        // external type id (or property that depends on it)?
        if (ext.handlePropertyValue(p, ctxt, propName, null)) {
            continue;
        }
        // ignorable properties
        if (_ignorableProps != null && _ignorableProps.contains(propName)) {
            handleIgnoredProperty(p, ctxt, handledType(), propName);
            continue;
        }
        // ""any property""?
        if (_anySetter != null) {
            buffer.bufferAnyProperty(_anySetter, propName, _anySetter.deserialize(p, ctxt));
        }
    }

    // We hit END_OBJECT; resolve the pieces:
    try {
        return ext.complete(p, ctxt, buffer, creator);
    } catch (Exception e) {
        wrapInstantiationProblem(e, ctxt);
        return null;
    }
}
```"
2,root_c0_c3_c2,JacksonDatabind_52_query,JacksonDatabind_52,gen,0,0,10,,
2,root_c0_c3_c2,JacksonDatabind_5_query,JacksonDatabind_5,gen,1,1,10,np.nan,"```java
protected void _addMethodMixIns(Class<?> targetClass, AnnotatedMethodMap methods,
            Class<?> mixInCls, AnnotatedMethodMap mixIns)
    {
        List<Class<?>> parents = new ArrayList<Class<?>>();
        parents.add(mixInCls);
        ClassUtil.findSuperTypes(mixInCls, targetClass, parents);
        for (Class<?> mixin : parents) {
            for (Method m : mixin.getDeclaredMethods()) {
                if (!_isIncludableMemberMethod(m)) {
                    continue;
                }
                AnnotatedMethod am = methods.find(m);
                /* Do we already have a method to augment (from sub-class
                 * that will mask this mixIn)? If so, add if visible
                 * without masking (no such annotation)
                 */
                if (am != null) {
                    _addMixUnders(m, am);
                    /* Otherwise will have precedence, but must wait
                     * until we find the real method (mixIn methods are
                     * just placeholder, can't be called)
                     */
                } else {
                    // Well, or, as per [Issue#515], multi-level merge within mixins...
                    AnnotatedMethod mixInMethod = _constructMethod(m);
                    if (mixInMethod != null) {
                        mixIns.add(mixInMethod);
                    }
                }
            }
        }
    }
```"
2,root_c0_c3_c2,JacksonDatabind_62_query,JacksonDatabind_62,gen,0,0,10,,
2,root_c0_c3_c2,JacksonDatabind_69_query,JacksonDatabind_69,gen,0,0,10,,
2,root_c0_c3_c2,JacksonDatabind_8_query,JacksonDatabind_8,gen,1,2,10,np.nan,"```java
protected void verifyNonDup(AnnotatedWithParams newOne, int typeIndex, boolean explicit) {
    final int mask = (1 << typeIndex);
    _hasNonDefaultCreator = true;
    AnnotatedWithParams oldOne = _creators[typeIndex];
    // already had an explicitly marked one?
    if (oldOne != null) {
        if ((_explicitCreators & mask) != 0) { // already had explicitly annotated, leave as-is
            // but skip, if new one not annotated
            if (!explicit) {
                return;
            }
            // both explicit: verify
            // otherwise only verify if neither explicitly annotated.
        }

        // one more thing: ok to override in sub-class
        if (oldOne.getClass() == newOne.getClass()) {
            // [databind#667]: avoid one particular class of bogus problems
            if (oldOne.getDeclaringClass().isAssignableFrom(newOne.getDeclaringClass())) {
                // new one more specific, use it
                _creators[typeIndex] = _fixAccess(newOne);
                return;
            }
            // otherwise, keep the old one
            return;
        }
    }
    if (explicit) {
        _explicitCreators |= mask;
    }
    _creators[typeIndex] = _fixAccess(newOne);
}
```"
2,root_c0_c3_c2,JacksonDatabind_90_query,JacksonDatabind_90,gen,1,1,10,np.nan,"```java
public boolean canInstantiate() {
        return canCreateUsingDefault()
                || canCreateUsingDelegate() 
                || canCreateFromObjectWith() || canCreateFromString()
                || canCreateFromInt() || canCreateFromLong()
                || canCreateFromDouble() || canCreateFromBoolean()
                || canCreateFromArray();
    }
```"
